,,LEASE,D_DATE,OIL,GAS
FORAKER 1207 5WH-11,146,FORAKER 1207 5WH-11,2019-08-25,84.2,821.0
FORAKER 1207 5WH-11,147,FORAKER 1207 5WH-11,2019-08-26,60.54,804.04
FORAKER 1207 5WH-11,148,FORAKER 1207 5WH-11,2019-08-27,48.01,849.36
FORAKER 1207 5WH-11,149,FORAKER 1207 5WH-11,2019-08-28,55.67,890.96
FORAKER 1207 5WH-11,150,FORAKER 1207 5WH-11,2019-08-29,66.8,834.44
FORAKER 1207 5WH-11,151,FORAKER 1207 5WH-11,2019-08-30,59.85,825.06
FORAKER 1207 5WH-11,152,FORAKER 1207 5WH-11,2019-08-31,54.97,814.78
FORAKER 1207 5WH-11,153,FORAKER 1207 5WH-11,2019-09-01,58.45,793.55
FORAKER 1207 5WH-11,154,FORAKER 1207 5WH-11,2019-09-02,58.45,781.94
FORAKER 1207 5WH-11,155,FORAKER 1207 5WH-11,2019-09-03,56.37,782.01
FORAKER 1207 5WH-11,156,FORAKER 1207 5WH-11,2019-09-04,68.89,774.09
FORAKER 1207 5WH-11,157,FORAKER 1207 5WH-11,2019-09-05,54.97,775.01
FORAKER 1207 5WH-11,158,FORAKER 1207 5WH-11,2019-09-06,61.23,791.81
FORAKER 1207 5WH-11,159,FORAKER 1207 5WH-11,2019-09-07,59.84,923.75
FORAKER 1207 5WH-11,160,FORAKER 1207 5WH-11,2019-09-08,55.67,917.55
FORAKER 1207 5WH-11,161,FORAKER 1207 5WH-11,2019-09-09,47.32,919.38
FORAKER 1207 5WH-11,162,FORAKER 1207 5WH-11,2019-09-10,58.45,777.3
FORAKER 1207 5WH-11,163,FORAKER 1207 5WH-11,2019-09-11,57.06,774.7
FORAKER 1207 5WH-11,164,FORAKER 1207 5WH-11,2019-09-12,58.46,760.96
FORAKER 1207 5WH-11,165,FORAKER 1207 5WH-11,2019-09-13,57.75,782.83
FORAKER 1207 5WH-11,166,FORAKER 1207 5WH-11,2019-09-14,61.24,729.53
FORAKER 1207 5WH-11,167,FORAKER 1207 5WH-11,2019-09-15,59.84,708.09
FORAKER 1207 5WH-11,168,FORAKER 1207 5WH-11,2019-09-16,55.67,736.92
FORAKER 1207 5WH-11,169,FORAKER 1207 5WH-11,2019-09-17,57.06,737.4
FORAKER 1207 5WH-11,170,FORAKER 1207 5WH-11,2019-09-18,52.19,728.95
FORAKER 1207 5WH-11,171,FORAKER 1207 5WH-11,2019-09-19,69.57,728.38
FORAKER 1207 5WH-11,172,FORAKER 1207 5WH-11,2019-09-20,54.28,732.3
FORAKER 1207 5WH-11,173,FORAKER 1207 5WH-11,2019-09-21,74.46,728.22
FORAKER 1207 5WH-11,174,FORAKER 1207 5WH-11,2019-09-22,86.98,728.66
FORAKER 1207 5WH-11,175,FORAKER 1207 5WH-11,2019-09-23,61.94,726.91
FORAKER 1207 5WH-11,176,FORAKER 1207 5WH-11,2019-09-24,32.0,716.23
FORAKER 1207 5WH-11,177,FORAKER 1207 5WH-11,2019-09-25,50.1,676.78
FORAKER 1207 5WH-11,178,FORAKER 1207 5WH-11,2019-09-26,48.71,692.13
FORAKER 1207 5WH-11,179,FORAKER 1207 5WH-11,2019-09-27,74.46,703.67
FORAKER 1207 5WH-11,180,FORAKER 1207 5WH-11,2019-09-28,28.52,704.14
FORAKER 1207 5WH-11,181,FORAKER 1207 5WH-11,2019-09-29,58.46,704.78
FORAKER 1207 5WH-11,182,FORAKER 1207 5WH-11,2019-09-30,49.4,702.92
FORAKER 1207 5WH-11,183,FORAKER 1207 5WH-11,2019-10-01,28.53,701.44
FORAKER 1207 5WH-11,184,FORAKER 1207 5WH-11,2019-10-02,48.02,697.36
FORAKER 1207 5WH-11,185,FORAKER 1207 5WH-11,2019-10-03,48.02,584.38
FORAKER 1207 5WH-11,186,FORAKER 1207 5WH-11,2019-10-04,48.7,667.98
FORAKER 1207 5WH-11,187,FORAKER 1207 5WH-11,2019-10-05,47.32,665.47
FORAKER 1207 5WH-11,188,FORAKER 1207 5WH-11,2019-10-06,43.83,665.92
FORAKER 1207 5WH-11,189,FORAKER 1207 5WH-11,2019-10-07,48.71,669.61
FORAKER 1207 5WH-11,190,FORAKER 1207 5WH-11,2019-10-08,45.93,661.89
FORAKER 1207 5WH-11,191,FORAKER 1207 5WH-11,2019-10-09,59.85,656.16
FORAKER 1207 5WH-11,192,FORAKER 1207 5WH-11,2019-10-10,38.27,663.6
FORAKER 1207 5WH-11,193,FORAKER 1207 5WH-11,2019-10-11,44.53,664.16
FORAKER 1207 5WH-11,194,FORAKER 1207 5WH-11,2019-10-12,0.0,522.7
FORAKER 1207 5WH-11,195,FORAKER 1207 5WH-11,2019-10-13,0.0,0.0
FORAKER 1207 6UMH-11,0,FORAKER 1207 6UMH-11,2019-04-01,0.0,0.0
FORAKER 1207 6UMH-11,1,FORAKER 1207 6UMH-11,2019-04-02,0.0,0.0
FORAKER 1207 6UMH-11,2,FORAKER 1207 6UMH-11,2019-04-03,0.0,0.0
FORAKER 1207 6UMH-11,3,FORAKER 1207 6UMH-11,2019-04-04,150.38,223.3
FORAKER 1207 6UMH-11,4,FORAKER 1207 6UMH-11,2019-04-05,208.87,185.0
FORAKER 1207 6UMH-11,5,FORAKER 1207 6UMH-11,2019-04-06,916.25,461.0
FORAKER 1207 6UMH-11,6,FORAKER 1207 6UMH-11,2019-04-07,1096.56,1191.0
FORAKER 1207 6UMH-11,7,FORAKER 1207 6UMH-11,2019-04-08,1183.6,1629.0
FORAKER 1207 6UMH-11,8,FORAKER 1207 6UMH-11,2019-04-09,1144.61,1785.0
FORAKER 1207 6UMH-11,9,FORAKER 1207 6UMH-11,2019-04-10,1187.78,1756.0
FORAKER 1207 6UMH-11,10,FORAKER 1207 6UMH-11,2019-04-11,1575.56,1781.0
FORAKER 1207 6UMH-11,11,FORAKER 1207 6UMH-11,2019-04-12,1260.21,2064.0
FORAKER 1207 6UMH-11,12,FORAKER 1207 6UMH-11,2019-04-13,1482.25,2326.0
FORAKER 1207 6UMH-11,13,FORAKER 1207 6UMH-11,2019-04-14,1361.85,2516.0
FORAKER 1207 6UMH-11,14,FORAKER 1207 6UMH-11,2019-04-15,1372.97,2648.0
FORAKER 1207 6UMH-11,15,FORAKER 1207 6UMH-11,2019-04-16,1316.58,2763.0
FORAKER 1207 6UMH-11,16,FORAKER 1207 6UMH-11,2019-04-17,1275.49,2877.0
FORAKER 1207 6UMH-11,17,FORAKER 1207 6UMH-11,2019-04-18,1258.79,2964.0
FORAKER 1207 6UMH-11,18,FORAKER 1207 6UMH-11,2019-04-19,1230.92,3232.0
FORAKER 1207 6UMH-11,19,FORAKER 1207 6UMH-11,2019-04-20,1182.21,3509.0
FORAKER 1207 6UMH-11,20,FORAKER 1207 6UMH-11,2019-04-21,1147.37,3631.0
FORAKER 1207 6UMH-11,21,FORAKER 1207 6UMH-11,2019-04-22,1074.97,3779.0
FORAKER 1207 6UMH-11,22,FORAKER 1207 6UMH-11,2019-04-23,1024.85,3976.0
FORAKER 1207 6UMH-11,23,FORAKER 1207 6UMH-11,2019-04-24,993.54,3632.0
FORAKER 1207 6UMH-11,24,FORAKER 1207 6UMH-11,2019-04-25,1003.27,4059.0
FORAKER 1207 6UMH-11,25,FORAKER 1207 6UMH-11,2019-04-26,961.5,4415.0
FORAKER 1207 6UMH-11,26,FORAKER 1207 6UMH-11,2019-04-27,930.87,4577.0
FORAKER 1207 6UMH-11,27,FORAKER 1207 6UMH-11,2019-04-28,903.7,4662.0
FORAKER 1207 6UMH-11,28,FORAKER 1207 6UMH-11,2019-04-29,856.36,4808.0
FORAKER 1207 6UMH-11,29,FORAKER 1207 6UMH-11,2019-04-30,827.82,4697.0
FORAKER 1207 6UMH-11,30,FORAKER 1207 6UMH-11,2019-05-01,788.13,4815.0
FORAKER 1207 6UMH-11,31,FORAKER 1207 6UMH-11,2019-05-02,735.91,4710.0
FORAKER 1207 6UMH-11,32,FORAKER 1207 6UMH-11,2019-05-03,715.73,4642.0
FORAKER 1207 6UMH-11,33,FORAKER 1207 6UMH-11,2019-05-04,676.73,4683.0
FORAKER 1207 6UMH-11,34,FORAKER 1207 6UMH-11,2019-05-05,654.47,4523.0
FORAKER 1207 6UMH-11,35,FORAKER 1207 6UMH-11,2019-05-06,647.48,4559.0
FORAKER 1207 6UMH-11,36,FORAKER 1207 6UMH-11,2019-05-07,616.87,4722.0
FORAKER 1207 6UMH-11,37,FORAKER 1207 6UMH-11,2019-05-08,586.91,4655.0
FORAKER 1207 6UMH-11,38,FORAKER 1207 6UMH-11,2019-05-09,564.64,4665.0
FORAKER 1207 6UMH-11,39,FORAKER 1207 6UMH-11,2019-05-10,541.68,4648.0
FORAKER 1207 6UMH-11,40,FORAKER 1207 6UMH-11,2019-05-11,527.73,4541.0
FORAKER 1207 6UMH-11,41,FORAKER 1207 6UMH-11,2019-05-12,516.6,4443.0
FORAKER 1207 6UMH-11,42,FORAKER 1207 6UMH-11,2019-05-13,483.87,4556.0
FORAKER 1207 6UMH-11,43,FORAKER 1207 6UMH-11,2019-05-14,484.57,4351.0
FORAKER 1207 6UMH-11,44,FORAKER 1207 6UMH-11,2019-05-15,453.24,4468.0
FORAKER 1207 6UMH-11,45,FORAKER 1207 6UMH-11,2019-05-16,453.95,4368.0
FORAKER 1207 6UMH-11,46,FORAKER 1207 6UMH-11,2019-05-17,427.48,4373.0
FORAKER 1207 6UMH-11,47,FORAKER 1207 6UMH-11,2019-05-18,415.65,4339.0
FORAKER 1207 6UMH-11,48,FORAKER 1207 6UMH-11,2019-05-19,413.56,4231.0
FORAKER 1207 6UMH-11,49,FORAKER 1207 6UMH-11,2019-05-20,381.53,4259.0
FORAKER 1207 6UMH-11,50,FORAKER 1207 6UMH-11,2019-05-21,385.72,4206.0
FORAKER 1207 6UMH-11,51,FORAKER 1207 6UMH-11,2019-05-22,374.57,4153.0
FORAKER 1207 6UMH-11,52,FORAKER 1207 6UMH-11,2019-05-23,357.16,4351.0
FORAKER 1207 6UMH-11,53,FORAKER 1207 6UMH-11,2019-05-24,334.19,3700.0
FORAKER 1207 6UMH-11,54,FORAKER 1207 6UMH-11,2019-05-25,327.24,4023.0
FORAKER 1207 6UMH-11,55,FORAKER 1207 6UMH-11,2019-05-26,346.02,3902.0
FORAKER 1207 6UMH-11,56,FORAKER 1207 6UMH-11,2019-05-27,342.55,3925.0
FORAKER 1207 6UMH-11,57,FORAKER 1207 6UMH-11,2019-05-28,317.48,3981.0
FORAKER 1207 6UMH-11,58,FORAKER 1207 6UMH-11,2019-05-29,316.79,3832.0
FORAKER 1207 6UMH-11,59,FORAKER 1207 6UMH-11,2019-05-30,309.12,3756.0
FORAKER 1207 6UMH-11,60,FORAKER 1207 6UMH-11,2019-05-31,281.28,3863.0
FORAKER 1207 6UMH-11,61,FORAKER 1207 6UMH-11,2019-06-01,286.85,3755.0
FORAKER 1207 6UMH-11,62,FORAKER 1207 6UMH-11,2019-06-02,267.36,3694.0
FORAKER 1207 6UMH-11,63,FORAKER 1207 6UMH-11,2019-06-03,292.41,3686.0
FORAKER 1207 6UMH-11,64,FORAKER 1207 6UMH-11,2019-06-04,272.92,3797.0
FORAKER 1207 6UMH-11,65,FORAKER 1207 6UMH-11,2019-06-05,239.5,3648.0
FORAKER 1207 6UMH-11,66,FORAKER 1207 6UMH-11,2019-06-06,240.91,3652.0
FORAKER 1207 6UMH-11,67,FORAKER 1207 6UMH-11,2019-06-07,300.77,3759.0
FORAKER 1207 6UMH-11,68,FORAKER 1207 6UMH-11,2019-06-08,242.99,3559.0
FORAKER 1207 6UMH-11,69,FORAKER 1207 6UMH-11,2019-06-09,247.86,3790.0
FORAKER 1207 6UMH-11,70,FORAKER 1207 6UMH-11,2019-06-10,298.68,3386.0
FORAKER 1207 6UMH-11,71,FORAKER 1207 6UMH-11,2019-06-11,213.75,3918.0
FORAKER 1207 6UMH-11,72,FORAKER 1207 6UMH-11,2019-06-12,247.16,3918.0
FORAKER 1207 6UMH-11,73,FORAKER 1207 6UMH-11,2019-06-13,236.03,4006.0
FORAKER 1207 6UMH-11,74,FORAKER 1207 6UMH-11,2019-06-14,238.81,3925.0
FORAKER 1207 6UMH-11,75,FORAKER 1207 6UMH-11,2019-06-15,228.37,4011.0
FORAKER 1207 6UMH-11,76,FORAKER 1207 6UMH-11,2019-06-16,269.44,4032.0
FORAKER 1207 6UMH-11,77,FORAKER 1207 6UMH-11,2019-06-17,210.26,4315.0
FORAKER 1207 6UMH-11,78,FORAKER 1207 6UMH-11,2019-06-18,203.99,4065.0
FORAKER 1207 6UMH-11,79,FORAKER 1207 6UMH-11,2019-06-19,195.64,3762.0
FORAKER 1207 6UMH-11,80,FORAKER 1207 6UMH-11,2019-06-20,217.23,3626.0
FORAKER 1207 6UMH-11,81,FORAKER 1207 6UMH-11,2019-06-21,188.68,4539.0
FORAKER 1207 6UMH-11,82,FORAKER 1207 6UMH-11,2019-06-22,204.0,3395.0
FORAKER 1207 6UMH-11,83,FORAKER 1207 6UMH-11,2019-06-23,165.7,4358.0
FORAKER 1207 6UMH-11,84,FORAKER 1207 6UMH-11,2019-06-24,194.25,2927.0
FORAKER 1207 6UMH-11,85,FORAKER 1207 6UMH-11,2019-06-25,181.02,3780.0
FORAKER 1207 6UMH-11,86,FORAKER 1207 6UMH-11,2019-06-26,175.45,3802.0
FORAKER 1207 6UMH-11,87,FORAKER 1207 6UMH-11,2019-06-27,160.83,3587.0
FORAKER 1207 6UMH-11,88,FORAKER 1207 6UMH-11,2019-06-28,197.04,3533.0
FORAKER 1207 6UMH-11,89,FORAKER 1207 6UMH-11,2019-06-29,161.53,3852.0
FORAKER 1207 6UMH-11,90,FORAKER 1207 6UMH-11,2019-06-30,178.24,3950.0
FORAKER 1207 6UMH-11,91,FORAKER 1207 6UMH-11,2019-07-01,163.61,3823.0
FORAKER 1207 6UMH-11,92,FORAKER 1207 6UMH-11,2019-07-02,132.98,2935.0
FORAKER 1207 6UMH-11,93,FORAKER 1207 6UMH-11,2019-07-03,148.99,3564.0
FORAKER 1207 6UMH-11,94,FORAKER 1207 6UMH-11,2019-07-04,144.12,3493.0
FORAKER 1207 6UMH-11,95,FORAKER 1207 6UMH-11,2019-07-05,176.85,3438.0
FORAKER 1207 6UMH-11,96,FORAKER 1207 6UMH-11,2019-07-06,154.56,3875.0
FORAKER 1207 6UMH-11,97,FORAKER 1207 6UMH-11,2019-07-07,121.84,3351.0
FORAKER 1207 6UMH-11,98,FORAKER 1207 6UMH-11,2019-07-08,120.45,3330.0
FORAKER 1207 6UMH-11,99,FORAKER 1207 6UMH-11,2019-07-09,189.37,3054.0
FORAKER 1207 6UMH-11,100,FORAKER 1207 6UMH-11,2019-07-10,137.85,3125.0
FORAKER 1207 6UMH-11,101,FORAKER 1207 6UMH-11,2019-07-11,155.27,3202.0
FORAKER 1207 6UMH-11,102,FORAKER 1207 6UMH-11,2019-07-12,164.31,3569.0
FORAKER 1207 6UMH-11,103,FORAKER 1207 6UMH-11,2019-07-13,147.6,3559.0
FORAKER 1207 6UMH-11,104,FORAKER 1207 6UMH-11,2019-07-14,103.74,3454.0
FORAKER 1207 6UMH-11,105,FORAKER 1207 6UMH-11,2019-07-15,130.2,2569.0
FORAKER 1207 6UMH-11,106,FORAKER 1207 6UMH-11,2019-07-16,126.7,2778.0
FORAKER 1207 6UMH-11,107,FORAKER 1207 6UMH-11,2019-07-17,112.1,3207.0
FORAKER 1207 6UMH-11,108,FORAKER 1207 6UMH-11,2019-07-18,137.85,3043.0
FORAKER 1207 6UMH-11,109,FORAKER 1207 6UMH-11,2019-07-19,139.25,3050.0
FORAKER 1207 6UMH-11,110,FORAKER 1207 6UMH-11,2019-07-20,131.58,3110.0
FORAKER 1207 6UMH-11,111,FORAKER 1207 6UMH-11,2019-07-21,102.35,3139.0
FORAKER 1207 6UMH-11,112,FORAKER 1207 6UMH-11,2019-07-22,91.9,3165.0
FORAKER 1207 6UMH-11,113,FORAKER 1207 6UMH-11,2019-07-23,124.62,3166.68
FORAKER 1207 6UMH-11,114,FORAKER 1207 6UMH-11,2019-07-24,127.42,3123.78
FORAKER 1207 6UMH-11,115,FORAKER 1207 6UMH-11,2019-07-25,135.76,3094.38
FORAKER 1207 6UMH-11,116,FORAKER 1207 6UMH-11,2019-07-26,115.57,2998.33
FORAKER 1207 6UMH-11,117,FORAKER 1207 6UMH-11,2019-07-27,108.62,2940.28
FORAKER 1207 6UMH-11,118,FORAKER 1207 6UMH-11,2019-07-28,113.49,2900.07
FORAKER 1207 6UMH-11,119,FORAKER 1207 6UMH-11,2019-07-29,110.0,2846.93
FORAKER 1207 6UMH-11,120,FORAKER 1207 6UMH-11,2019-07-30,100.95,2761.88
FORAKER 1207 6UMH-11,121,FORAKER 1207 6UMH-11,2019-07-31,108.61,2677.16
FORAKER 1207 6UMH-11,122,FORAKER 1207 6UMH-11,2019-08-01,96.77,2702.04
FORAKER 1207 6UMH-11,123,FORAKER 1207 6UMH-11,2019-08-02,122.55,2711.74
FORAKER 1207 6UMH-11,124,FORAKER 1207 6UMH-11,2019-08-03,114.87,2845.26
FORAKER 1207 6UMH-11,125,FORAKER 1207 6UMH-11,2019-08-04,102.35,2730.76
FORAKER 1207 6UMH-11,126,FORAKER 1207 6UMH-11,2019-08-05,105.83,2708.24
FORAKER 1207 6UMH-11,127,FORAKER 1207 6UMH-11,2019-08-06,98.86,2693.96
FORAKER 1207 6UMH-11,128,FORAKER 1207 6UMH-11,2019-08-07,122.53,2630.99
FORAKER 1207 6UMH-11,129,FORAKER 1207 6UMH-11,2019-08-08,85.65,2556.31
FORAKER 1207 6UMH-11,130,FORAKER 1207 6UMH-11,2019-08-09,102.34,2573.66
FORAKER 1207 6UMH-11,131,FORAKER 1207 6UMH-11,2019-08-10,130.89,2560.97
FORAKER 1207 6UMH-11,132,FORAKER 1207 6UMH-11,2019-08-11,104.43,2567.03
FORAKER 1207 6UMH-11,133,FORAKER 1207 6UMH-11,2019-08-12,108.61,2568.15
FORAKER 1207 6UMH-11,134,FORAKER 1207 6UMH-11,2019-08-13,89.12,2570.92
FORAKER 1207 6UMH-11,135,FORAKER 1207 6UMH-11,2019-08-14,116.97,2591.01
FORAKER 1207 6UMH-11,136,FORAKER 1207 6UMH-11,2019-08-15,87.03,2484.65
FORAKER 1207 6UMH-11,137,FORAKER 1207 6UMH-11,2019-08-16,111.4,2572.17
FORAKER 1207 6UMH-11,138,FORAKER 1207 6UMH-11,2019-08-17,118.36,2571.05
FORAKER 1207 6UMH-11,139,FORAKER 1207 6UMH-11,2019-08-18,83.54,2556.63
FORAKER 1207 6UMH-11,140,FORAKER 1207 6UMH-11,2019-08-19,85.65,2471.54
FORAKER 1207 6UMH-11,141,FORAKER 1207 6UMH-11,2019-08-20,76.59,2428.36
FORAKER 1207 6UMH-11,142,FORAKER 1207 6UMH-11,2019-08-21,91.2,2371.06
FORAKER 1207 6UMH-11,143,FORAKER 1207 6UMH-11,2019-08-22,73.8,2426.84
FORAKER 1207 6UMH-11,144,FORAKER 1207 6UMH-11,2019-08-23,87.73,2419.5
FORAKER 1207 6UMH-11,145,FORAKER 1207 6UMH-11,2019-08-24,99.56,2379.37
FORAKER 1207 6UMH-11,146,FORAKER 1207 6UMH-11,2019-08-25,96.09,2339.0
FORAKER 1207 6UMH-11,147,FORAKER 1207 6UMH-11,2019-08-26,82.14,2256.45
FORAKER 1207 6UMH-11,148,FORAKER 1207 6UMH-11,2019-08-27,80.07,2369.89
FORAKER 1207 6UMH-11,149,FORAKER 1207 6UMH-11,2019-08-28,97.47,2390.79
FORAKER 1207 6UMH-11,150,FORAKER 1207 6UMH-11,2019-08-29,84.94,2428.66
FORAKER 1207 6UMH-11,151,FORAKER 1207 6UMH-11,2019-08-30,77.29,2347.7
FORAKER 1207 6UMH-11,152,FORAKER 1207 6UMH-11,2019-08-31,98.17,2332.6
FORAKER 1207 6UMH-11,153,FORAKER 1207 6UMH-11,2019-09-01,86.33,2421.4
FORAKER 1207 6UMH-11,154,FORAKER 1207 6UMH-11,2019-09-02,85.64,2386.08
FORAKER 1207 6UMH-11,155,FORAKER 1207 6UMH-11,2019-09-03,74.5,2376.46
FORAKER 1207 6UMH-11,156,FORAKER 1207 6UMH-11,2019-09-04,75.88,2322.64
FORAKER 1207 6UMH-11,157,FORAKER 1207 6UMH-11,2019-09-05,77.98,2336.18
FORAKER 1207 6UMH-11,158,FORAKER 1207 6UMH-11,2019-09-06,91.21,2341.03
FORAKER 1207 6UMH-11,159,FORAKER 1207 6UMH-11,2019-09-07,75.19,2338.22
FORAKER 1207 6UMH-11,160,FORAKER 1207 6UMH-11,2019-09-08,75.87,2293.03
FORAKER 1207 6UMH-11,161,FORAKER 1207 6UMH-11,2019-09-09,87.72,2313.5
FORAKER 1207 6UMH-11,162,FORAKER 1207 6UMH-11,2019-09-10,75.89,2353.5
FORAKER 1207 6UMH-11,163,FORAKER 1207 6UMH-11,2019-09-11,57.78,2275.97
FORAKER 1207 6UMH-11,164,FORAKER 1207 6UMH-11,2019-09-12,87.03,2209.69
FORAKER 1207 6UMH-11,165,FORAKER 1207 6UMH-11,2019-09-13,82.85,2239.94
FORAKER 1207 6UMH-11,166,FORAKER 1207 6UMH-11,2019-09-14,77.98,2237.13
FORAKER 1207 6UMH-11,167,FORAKER 1207 6UMH-11,2019-09-15,87.72,2270.5
FORAKER 1207 6UMH-11,168,FORAKER 1207 6UMH-11,2019-09-16,84.25,2321.06
FORAKER 1207 6UMH-11,169,FORAKER 1207 6UMH-11,2019-09-17,57.79,2318.5
FORAKER 1207 6UMH-11,170,FORAKER 1207 6UMH-11,2019-09-18,73.11,2225.69
FORAKER 1207 6UMH-11,171,FORAKER 1207 6UMH-11,2019-09-19,84.94,2240.06
FORAKER 1207 6UMH-11,172,FORAKER 1207 6UMH-11,2019-09-20,77.97,2295.44
FORAKER 1207 6UMH-11,173,FORAKER 1207 6UMH-11,2019-09-21,75.19,2285.44
FORAKER 1207 6UMH-11,174,FORAKER 1207 6UMH-11,2019-09-22,64.75,2278.19
FORAKER 1207 6UMH-11,175,FORAKER 1207 6UMH-11,2019-09-23,82.84,2250.13
FORAKER 1207 6UMH-11,176,FORAKER 1207 6UMH-11,2019-09-24,43.17,2107.06
FORAKER 1207 6UMH-11,177,FORAKER 1207 6UMH-11,2019-09-25,57.79,2216.31
FORAKER 1207 6UMH-11,178,FORAKER 1207 6UMH-11,2019-09-26,66.84,2165.69
FORAKER 1207 6UMH-11,179,FORAKER 1207 6UMH-11,2019-09-27,83.55,2155.13
FORAKER 1207 6UMH-11,180,FORAKER 1207 6UMH-11,2019-09-28,43.86,2140.13
FORAKER 1207 6UMH-11,181,FORAKER 1207 6UMH-11,2019-09-29,55.0,2127.81
FORAKER 1207 6UMH-11,182,FORAKER 1207 6UMH-11,2019-09-30,55.01,2069.44
FORAKER 1207 6UMH-11,183,FORAKER 1207 6UMH-11,2019-10-01,62.65,2064.13
FORAKER 1207 6UMH-11,184,FORAKER 1207 6UMH-11,2019-10-02,73.8,2094.19
FORAKER 1207 6UMH-11,185,FORAKER 1207 6UMH-11,2019-10-03,78.68,2145.31
FORAKER 1207 6UMH-11,186,FORAKER 1207 6UMH-11,2019-10-04,73.79,2156.75
FORAKER 1207 6UMH-11,187,FORAKER 1207 6UMH-11,2019-10-05,52.22,2156.56
FORAKER 1207 6UMH-11,188,FORAKER 1207 6UMH-11,2019-10-06,59.87,2089.25
FORAKER 1207 6UMH-11,189,FORAKER 1207 6UMH-11,2019-10-07,53.61,2063.31
FORAKER 1207 6UMH-11,190,FORAKER 1207 6UMH-11,2019-10-08,55.7,2090.63
FORAKER 1207 6UMH-11,191,FORAKER 1207 6UMH-11,2019-10-09,45.96,2007.69
FORAKER 1207 6UMH-11,192,FORAKER 1207 6UMH-11,2019-10-10,37.6,1940.6
FORAKER 1207 6UMH-11,193,FORAKER 1207 6UMH-11,2019-10-11,41.77,1914.25
FORAKER 1207 6UMH-11,194,FORAKER 1207 6UMH-11,2019-10-12,0.0,1948.0
FORAKER 1207 6UMH-11,195,FORAKER 1207 6UMH-11,2019-10-13,0.0,0.0
FORAKER 1207 7SMH-11,0,FORAKER 1207 7SMH-11,2019-04-01,0.0,0.0
FORAKER 1207 7SMH-11,1,FORAKER 1207 7SMH-11,2019-04-02,0.0,0.0
FORAKER 1207 7SMH-11,2,FORAKER 1207 7SMH-11,2019-04-03,0.0,0.0
FORAKER 1207 7SMH-11,3,FORAKER 1207 7SMH-11,2019-04-04,0.0,0.0
FORAKER 1207 7SMH-11,4,FORAKER 1207 7SMH-11,2019-04-05,0.0,103.22
FORAKER 1207 7SMH-11,5,FORAKER 1207 7SMH-11,2019-04-06,164.26,112.0
FORAKER 1207 7SMH-11,6,FORAKER 1207 7SMH-11,2019-04-07,264.5,446.0
FORAKER 1207 7SMH-11,7,FORAKER 1207 7SMH-11,2019-04-08,381.33,805.0
FORAKER 1207 7SMH-11,8,FORAKER 1207 7SMH-11,2019-04-09,437.1,945.0
FORAKER 1207 7SMH-11,9,FORAKER 1207 7SMH-11,2019-04-10,550.45,1219.0
FORAKER 1207 7SMH-11,10,FORAKER 1207 7SMH-11,2019-04-11,659.06,1382.0
FORAKER 1207 7SMH-11,11,FORAKER 1207 7SMH-11,2019-04-12,759.26,1619.0
FORAKER 1207 7SMH-11,12,FORAKER 1207 7SMH-11,2019-04-13,821.23,1733.0
FORAKER 1207 7SMH-11,13,FORAKER 1207 7SMH-11,2019-04-14,986.08,1944.0
FORAKER 1207 7SMH-11,14,FORAKER 1207 7SMH-11,2019-04-15,1059.26,2439.0
FORAKER 1207 7SMH-11,15,FORAKER 1207 7SMH-11,2019-04-16,1020.41,2726.0
FORAKER 1207 7SMH-11,16,FORAKER 1207 7SMH-11,2019-04-17,977.22,2900.0
FORAKER 1207 7SMH-11,17,FORAKER 1207 7SMH-11,2019-04-18,944.52,2944.0
FORAKER 1207 7SMH-11,18,FORAKER 1207 7SMH-11,2019-04-19,910.41,2987.0
FORAKER 1207 7SMH-11,19,FORAKER 1207 7SMH-11,2019-04-20,879.12,3025.0
FORAKER 1207 7SMH-11,20,FORAKER 1207 7SMH-11,2019-04-21,840.7,2977.0
FORAKER 1207 7SMH-11,21,FORAKER 1207 7SMH-11,2019-04-22,813.66,2979.0
FORAKER 1207 7SMH-11,22,FORAKER 1207 7SMH-11,2019-04-23,781.64,3009.0
FORAKER 1207 7SMH-11,23,FORAKER 1207 7SMH-11,2019-04-24,738.45,2865.0
FORAKER 1207 7SMH-11,24,FORAKER 1207 7SMH-11,2019-04-25,709.95,3001.0
FORAKER 1207 7SMH-11,25,FORAKER 1207 7SMH-11,2019-04-26,673.07,3015.0
FORAKER 1207 7SMH-11,26,FORAKER 1207 7SMH-11,2019-04-27,658.4,3003.0
FORAKER 1207 7SMH-11,27,FORAKER 1207 7SMH-11,2019-04-28,631.32,3006.0
FORAKER 1207 7SMH-11,28,FORAKER 1207 7SMH-11,2019-04-29,609.03,2958.0
FORAKER 1207 7SMH-11,29,FORAKER 1207 7SMH-11,2019-04-30,588.85,2904.0
FORAKER 1207 7SMH-11,30,FORAKER 1207 7SMH-11,2019-05-01,576.31,3238.0
FORAKER 1207 7SMH-11,31,FORAKER 1207 7SMH-11,2019-05-02,546.39,2971.0
FORAKER 1207 7SMH-11,32,FORAKER 1207 7SMH-11,2019-05-03,531.7,2981.0
FORAKER 1207 7SMH-11,33,FORAKER 1207 7SMH-11,2019-05-04,507.26,2928.0
FORAKER 1207 7SMH-11,34,FORAKER 1207 7SMH-11,2019-05-05,494.17,2907.0
FORAKER 1207 7SMH-11,35,FORAKER 1207 7SMH-11,2019-05-06,481.59,2876.0
