,,LEASE,D_DATE,OIL,GAS
FORAKER 1207 11SMH-11,84,FORAKER 1207 11SMH-11,2019-06-24,314.87,2631.0
FORAKER 1207 11SMH-11,85,FORAKER 1207 11SMH-11,2019-06-25,321.8,3406.0
FORAKER 1207 11SMH-11,86,FORAKER 1207 11SMH-11,2019-06-26,254.63,3512.0
FORAKER 1207 11SMH-11,87,FORAKER 1207 11SMH-11,2019-06-27,344.76,3260.0
FORAKER 1207 11SMH-11,88,FORAKER 1207 11SMH-11,2019-06-28,117.81,3441.0
FORAKER 1207 11SMH-11,89,FORAKER 1207 11SMH-11,2019-06-29,212.24,3501.0
FORAKER 1207 11SMH-11,90,FORAKER 1207 11SMH-11,2019-06-30,273.99,3156.0
FORAKER 1207 11SMH-11,91,FORAKER 1207 11SMH-11,2019-07-01,323.31,3317.0
FORAKER 1207 11SMH-11,92,FORAKER 1207 11SMH-11,2019-07-02,471.03,3043.0
FORAKER 1207 11SMH-11,93,FORAKER 1207 11SMH-11,2019-07-03,285.71,3357.0
FORAKER 1207 11SMH-11,94,FORAKER 1207 11SMH-11,2019-07-04,274.68,3222.0
FORAKER 1207 11SMH-11,95,FORAKER 1207 11SMH-11,2019-07-05,308.8,3207.0
FORAKER 1207 11SMH-11,96,FORAKER 1207 11SMH-11,2019-07-06,271.85,3668.0
FORAKER 1207 11SMH-11,97,FORAKER 1207 11SMH-11,2019-07-07,241.48,3070.0
FORAKER 1207 11SMH-11,98,FORAKER 1207 11SMH-11,2019-07-08,262.4,2846.0
FORAKER 1207 11SMH-11,99,FORAKER 1207 11SMH-11,2019-07-09,230.98,3090.0
FORAKER 1207 11SMH-11,100,FORAKER 1207 11SMH-11,2019-07-10,261.5,2743.0
FORAKER 1207 11SMH-11,101,FORAKER 1207 11SMH-11,2019-07-11,284.38,3265.0
FORAKER 1207 11SMH-11,102,FORAKER 1207 11SMH-11,2019-07-12,294.11,3164.0
FORAKER 1207 11SMH-11,103,FORAKER 1207 11SMH-11,2019-07-13,263.58,3487.0
FORAKER 1207 11SMH-11,104,FORAKER 1207 11SMH-11,2019-07-14,183.73,3266.0
FORAKER 1207 11SMH-11,105,FORAKER 1207 11SMH-11,2019-07-15,235.13,2070.0
FORAKER 1207 11SMH-11,106,FORAKER 1207 11SMH-11,2019-07-16,249.01,2804.0
FORAKER 1207 11SMH-11,107,FORAKER 1207 11SMH-11,2019-07-17,222.65,2959.0
FORAKER 1207 11SMH-11,108,FORAKER 1207 11SMH-11,2019-07-18,260.76,2835.0
FORAKER 1207 11SMH-11,109,FORAKER 1207 11SMH-11,2019-07-19,258.03,2866.0
FORAKER 1207 11SMH-11,110,FORAKER 1207 11SMH-11,2019-07-20,245.54,2856.0
FORAKER 1207 11SMH-11,111,FORAKER 1207 11SMH-11,2019-07-21,203.92,2832.0
FORAKER 1207 11SMH-11,112,FORAKER 1207 11SMH-11,2019-07-22,194.9,2808.0
FORAKER 1207 11SMH-11,113,FORAKER 1207 11SMH-11,2019-07-23,181.73,2789.0
FORAKER 1207 11SMH-11,114,FORAKER 1207 11SMH-11,2019-07-24,219.97,2750.0
FORAKER 1207 11SMH-11,115,FORAKER 1207 11SMH-11,2019-07-25,225.57,2780.0
FORAKER 1207 11SMH-11,116,FORAKER 1207 11SMH-11,2019-07-26,226.13,2700.0
FORAKER 1207 11SMH-11,117,FORAKER 1207 11SMH-11,2019-07-27,219.96,2670.0
FORAKER 1207 11SMH-11,118,FORAKER 1207 11SMH-11,2019-07-28,223.37,2651.0
FORAKER 1207 11SMH-11,119,FORAKER 1207 11SMH-11,2019-07-29,219.19,2665.0
FORAKER 1207 11SMH-11,120,FORAKER 1207 11SMH-11,2019-07-30,264.95,2685.0
FORAKER 1207 11SMH-11,121,FORAKER 1207 11SMH-11,2019-07-31,248.32,2612.0
FORAKER 1207 11SMH-11,122,FORAKER 1207 11SMH-11,2019-08-01,221.25,3185.5
FORAKER 1207 11SMH-11,123,FORAKER 1207 11SMH-11,2019-08-02,232.36,3197.0
FORAKER 1207 11SMH-11,124,FORAKER 1207 11SMH-11,2019-08-03,220.73,3181.3
FORAKER 1207 11SMH-11,125,FORAKER 1207 11SMH-11,2019-08-04,217.74,3154.47
FORAKER 1207 11SMH-11,126,FORAKER 1207 11SMH-11,2019-08-05,214.39,3119.54
FORAKER 1207 11SMH-11,127,FORAKER 1207 11SMH-11,2019-08-06,226.27,3065.59
FORAKER 1207 11SMH-11,128,FORAKER 1207 11SMH-11,2019-08-07,211.55,3037.41
FORAKER 1207 11SMH-11,129,FORAKER 1207 11SMH-11,2019-08-08,180.85,2975.87
FORAKER 1207 11SMH-11,130,FORAKER 1207 11SMH-11,2019-08-09,189.68,2992.75
FORAKER 1207 11SMH-11,131,FORAKER 1207 11SMH-11,2019-08-10,216.46,2935.75
FORAKER 1207 11SMH-11,132,FORAKER 1207 11SMH-11,2019-08-11,195.94,2845.86
FORAKER 1207 11SMH-11,133,FORAKER 1207 11SMH-11,2019-08-12,178.26,2855.68
FORAKER 1207 11SMH-11,134,FORAKER 1207 11SMH-11,2019-08-13,177.33,2871.66
FORAKER 1207 11SMH-11,135,FORAKER 1207 11SMH-11,2019-08-14,183.84,2867.29
FORAKER 1207 11SMH-11,136,FORAKER 1207 11SMH-11,2019-08-15,180.4,2380.19
FORAKER 1207 11SMH-11,137,FORAKER 1207 11SMH-11,2019-08-16,201.84,3223.1
FORAKER 1207 11SMH-11,138,FORAKER 1207 11SMH-11,2019-08-17,169.21,2872.22
FORAKER 1207 11SMH-11,139,FORAKER 1207 11SMH-11,2019-08-18,174.47,2874.32
FORAKER 1207 11SMH-11,140,FORAKER 1207 11SMH-11,2019-08-19,184.51,2811.16
FORAKER 1207 11SMH-11,141,FORAKER 1207 11SMH-11,2019-08-20,183.9,2780.54
FORAKER 1207 11SMH-11,142,FORAKER 1207 11SMH-11,2019-08-21,184.54,2757.09
FORAKER 1207 11SMH-11,143,FORAKER 1207 11SMH-11,2019-08-22,174.84,2758.5
FORAKER 1207 11SMH-11,144,FORAKER 1207 11SMH-11,2019-08-23,173.73,2753.43
FORAKER 1207 11SMH-11,145,FORAKER 1207 11SMH-11,2019-08-24,175.54,2748.41
FORAKER 1207 11SMH-11,146,FORAKER 1207 11SMH-11,2019-08-25,172.75,2495.0
FORAKER 1207 11SMH-11,147,FORAKER 1207 11SMH-11,2019-08-26,160.96,2586.54
FORAKER 1207 11SMH-11,148,FORAKER 1207 11SMH-11,2019-08-27,170.47,2600.22
FORAKER 1207 11SMH-11,149,FORAKER 1207 11SMH-11,2019-08-28,174.25,2594.11
FORAKER 1207 11SMH-11,150,FORAKER 1207 11SMH-11,2019-08-29,174.13,2603.16
FORAKER 1207 11SMH-11,151,FORAKER 1207 11SMH-11,2019-08-30,139.28,2527.33
FORAKER 1207 11SMH-11,152,FORAKER 1207 11SMH-11,2019-08-31,153.97,2482.15
FORAKER 1207 11SMH-11,153,FORAKER 1207 11SMH-11,2019-09-01,161.65,2468.14
FORAKER 1207 11SMH-11,154,FORAKER 1207 11SMH-11,2019-09-02,161.59,2465.93
FORAKER 1207 11SMH-11,155,FORAKER 1207 11SMH-11,2019-09-03,150.21,2461.72
FORAKER 1207 11SMH-11,156,FORAKER 1207 11SMH-11,2019-09-04,165.08,2442.02
FORAKER 1207 11SMH-11,157,FORAKER 1207 11SMH-11,2019-09-05,149.22,2438.78
FORAKER 1207 11SMH-11,158,FORAKER 1207 11SMH-11,2019-09-06,130.11,2405.63
FORAKER 1207 11SMH-11,159,FORAKER 1207 11SMH-11,2019-09-07,140.96,2321.81
FORAKER 1207 11SMH-11,160,FORAKER 1207 11SMH-11,2019-09-08,140.83,2285.97
FORAKER 1207 11SMH-11,161,FORAKER 1207 11SMH-11,2019-09-09,107.56,2258.66
FORAKER 1207 11SMH-11,162,FORAKER 1207 11SMH-11,2019-09-10,134.59,2230.31
FORAKER 1207 11SMH-11,163,FORAKER 1207 11SMH-11,2019-09-11,171.51,2206.09
FORAKER 1207 11SMH-11,164,FORAKER 1207 11SMH-11,2019-09-12,126.49,2202.56
FORAKER 1207 11SMH-11,165,FORAKER 1207 11SMH-11,2019-09-13,141.84,2145.53
FORAKER 1207 11SMH-11,166,FORAKER 1207 11SMH-11,2019-09-14,123.46,2103.38
FORAKER 1207 11SMH-11,167,FORAKER 1207 11SMH-11,2019-09-15,144.28,2101.06
FORAKER 1207 11SMH-11,168,FORAKER 1207 11SMH-11,2019-09-16,132.53,2093.03
FORAKER 1207 11SMH-11,169,FORAKER 1207 11SMH-11,2019-09-17,150.6,2080.41
FORAKER 1207 11SMH-11,170,FORAKER 1207 11SMH-11,2019-09-18,140.82,2071.13
FORAKER 1207 11SMH-11,171,FORAKER 1207 11SMH-11,2019-09-19,138.03,2060.81
FORAKER 1207 11SMH-11,172,FORAKER 1207 11SMH-11,2019-09-20,121.43,2052.63
FORAKER 1207 11SMH-11,173,FORAKER 1207 11SMH-11,2019-09-21,131.1,2037.94
FORAKER 1207 11SMH-11,174,FORAKER 1207 11SMH-11,2019-09-22,138.72,2036.88
FORAKER 1207 11SMH-11,175,FORAKER 1207 11SMH-11,2019-09-23,137.33,2027.56
FORAKER 1207 11SMH-11,176,FORAKER 1207 11SMH-11,2019-09-24,126.24,2018.63
FORAKER 1207 11SMH-11,177,FORAKER 1207 11SMH-11,2019-09-25,138.02,1992.63
FORAKER 1207 11SMH-11,178,FORAKER 1207 11SMH-11,2019-09-26,138.73,1981.81
FORAKER 1207 11SMH-11,179,FORAKER 1207 11SMH-11,2019-09-27,129.7,1981.06
FORAKER 1207 11SMH-11,180,FORAKER 1207 11SMH-11,2019-09-28,131.78,1983.81
FORAKER 1207 11SMH-11,181,FORAKER 1207 11SMH-11,2019-09-29,135.25,1973.88
FORAKER 1207 11SMH-11,182,FORAKER 1207 11SMH-11,2019-09-30,129.71,1964.94
FORAKER 1207 11SMH-11,183,FORAKER 1207 11SMH-11,2019-10-01,138.73,1957.0
FORAKER 1207 11SMH-11,184,FORAKER 1207 11SMH-11,2019-10-02,129.07,1948.38
FORAKER 1207 11SMH-11,185,FORAKER 1207 11SMH-11,2019-10-03,129.08,1939.69
FORAKER 1207 11SMH-11,186,FORAKER 1207 11SMH-11,2019-10-04,130.37,1932.81
FORAKER 1207 11SMH-11,187,FORAKER 1207 11SMH-11,2019-10-05,133.99,1927.19
FORAKER 1207 11SMH-11,188,FORAKER 1207 11SMH-11,2019-10-06,131.14,1917.75
FORAKER 1207 11SMH-11,189,FORAKER 1207 11SMH-11,2019-10-07,130.39,1916.75
FORAKER 1207 11SMH-11,190,FORAKER 1207 11SMH-11,2019-10-08,126.32,1910.56
FORAKER 1207 11SMH-11,191,FORAKER 1207 11SMH-11,2019-10-09,137.81,1900.44
FORAKER 1207 11SMH-11,192,FORAKER 1207 11SMH-11,2019-10-10,118.61,1899.0
FORAKER 1207 11SMH-11,193,FORAKER 1207 11SMH-11,2019-10-11,128.32,1890.13
FORAKER 1207 11SMH-11,194,FORAKER 1207 11SMH-11,2019-10-12,0.0,1882.94
FORAKER 1207 11SMH-11,195,FORAKER 1207 11SMH-11,2019-10-13,0.0,0.0
FORAKER 1207 1SMH-11,0,FORAKER 1207 1SMH-11,2019-03-01,0.0,0.0
FORAKER 1207 1SMH-11,1,FORAKER 1207 1SMH-11,2019-03-02,0.0,0.0
FORAKER 1207 1SMH-11,2,FORAKER 1207 1SMH-11,2019-03-03,0.0,0.0
FORAKER 1207 1SMH-11,3,FORAKER 1207 1SMH-11,2019-03-04,0.0,0.0
FORAKER 1207 1SMH-11,4,FORAKER 1207 1SMH-11,2019-03-05,0.0,0.0
FORAKER 1207 1SMH-11,5,FORAKER 1207 1SMH-11,2019-03-06,0.0,0.0
FORAKER 1207 1SMH-11,6,FORAKER 1207 1SMH-11,2019-03-07,0.0,0.0
FORAKER 1207 1SMH-11,7,FORAKER 1207 1SMH-11,2019-03-08,0.0,0.0
FORAKER 1207 1SMH-11,8,FORAKER 1207 1SMH-11,2019-03-09,0.0,0.0
FORAKER 1207 1SMH-11,9,FORAKER 1207 1SMH-11,2019-03-10,0.0,0.0
FORAKER 1207 1SMH-11,10,FORAKER 1207 1SMH-11,2019-03-11,0.0,0.0
FORAKER 1207 1SMH-11,11,FORAKER 1207 1SMH-11,2019-03-12,0.0,0.0
FORAKER 1207 1SMH-11,12,FORAKER 1207 1SMH-11,2019-03-13,0.0,0.0
FORAKER 1207 1SMH-11,13,FORAKER 1207 1SMH-11,2019-03-14,0.0,0.0
FORAKER 1207 1SMH-11,14,FORAKER 1207 1SMH-11,2019-03-15,0.0,0.0
FORAKER 1207 1SMH-11,15,FORAKER 1207 1SMH-11,2019-03-16,0.0,0.0
FORAKER 1207 1SMH-11,16,FORAKER 1207 1SMH-11,2019-03-17,0.0,0.0
FORAKER 1207 1SMH-11,17,FORAKER 1207 1SMH-11,2019-03-18,0.0,0.0
FORAKER 1207 1SMH-11,18,FORAKER 1207 1SMH-11,2019-03-19,0.0,0.0
FORAKER 1207 1SMH-11,19,FORAKER 1207 1SMH-11,2019-03-20,0.0,0.0
FORAKER 1207 1SMH-11,20,FORAKER 1207 1SMH-11,2019-03-21,0.0,0.0
FORAKER 1207 1SMH-11,21,FORAKER 1207 1SMH-11,2019-03-22,0.0,0.0
FORAKER 1207 1SMH-11,22,FORAKER 1207 1SMH-11,2019-03-23,0.0,0.0
FORAKER 1207 1SMH-11,23,FORAKER 1207 1SMH-11,2019-03-24,0.0,0.0
FORAKER 1207 1SMH-11,24,FORAKER 1207 1SMH-11,2019-03-25,288.54,500.3
FORAKER 1207 1SMH-11,25,FORAKER 1207 1SMH-11,2019-03-26,238.68,471.0
FORAKER 1207 1SMH-11,26,FORAKER 1207 1SMH-11,2019-03-27,483.93,655.0
FORAKER 1207 1SMH-11,27,FORAKER 1207 1SMH-11,2019-03-28,563.02,900.0
FORAKER 1207 1SMH-11,28,FORAKER 1207 1SMH-11,2019-03-29,684.58,1376.0
FORAKER 1207 1SMH-11,29,FORAKER 1207 1SMH-11,2019-03-30,787.24,1842.0
FORAKER 1207 1SMH-11,30,FORAKER 1207 1SMH-11,2019-03-31,902.44,2140.0
FORAKER 1207 1SMH-11,31,FORAKER 1207 1SMH-11,2019-04-01,1014.15,2487.0
FORAKER 1207 1SMH-11,32,FORAKER 1207 1SMH-11,2019-04-02,1127.17,2881.0
FORAKER 1207 1SMH-11,33,FORAKER 1207 1SMH-11,2019-04-03,1154.76,3259.0
FORAKER 1207 1SMH-11,34,FORAKER 1207 1SMH-11,2019-04-04,1169.44,3498.0
FORAKER 1207 1SMH-11,35,FORAKER 1207 1SMH-11,2019-04-05,1178.28,3699.0
FORAKER 1207 1SMH-11,36,FORAKER 1207 1SMH-11,2019-04-06,1157.76,3849.0
FORAKER 1207 1SMH-11,37,FORAKER 1207 1SMH-11,2019-04-07,1149.6,3946.0
FORAKER 1207 1SMH-11,38,FORAKER 1207 1SMH-11,2019-04-08,1115.01,4122.0
FORAKER 1207 1SMH-11,39,FORAKER 1207 1SMH-11,2019-04-09,1070.54,4111.0
FORAKER 1207 1SMH-11,40,FORAKER 1207 1SMH-11,2019-04-10,1016.54,4247.0
FORAKER 1207 1SMH-11,41,FORAKER 1207 1SMH-11,2019-04-11,989.07,4277.0
FORAKER 1207 1SMH-11,42,FORAKER 1207 1SMH-11,2019-04-12,921.1,4389.0
FORAKER 1207 1SMH-11,43,FORAKER 1207 1SMH-11,2019-04-13,920.68,4114.0
FORAKER 1207 1SMH-11,44,FORAKER 1207 1SMH-11,2019-04-14,889.45,4525.0
FORAKER 1207 1SMH-11,45,FORAKER 1207 1SMH-11,2019-04-15,849.21,4391.0
FORAKER 1207 1SMH-11,46,FORAKER 1207 1SMH-11,2019-04-16,823.66,4417.0
FORAKER 1207 1SMH-11,47,FORAKER 1207 1SMH-11,2019-04-17,790.67,4398.0
FORAKER 1207 1SMH-11,48,FORAKER 1207 1SMH-11,2019-04-18,767.55,4412.0
FORAKER 1207 1SMH-11,49,FORAKER 1207 1SMH-11,2019-04-19,730.49,4437.0
FORAKER 1207 1SMH-11,50,FORAKER 1207 1SMH-11,2019-04-20,710.7,4399.0
FORAKER 1207 1SMH-11,51,FORAKER 1207 1SMH-11,2019-04-21,699.88,4357.0
FORAKER 1207 1SMH-11,52,FORAKER 1207 1SMH-11,2019-04-22,676.74,4359.0
FORAKER 1207 1SMH-11,53,FORAKER 1207 1SMH-11,2019-04-23,725.66,4435.0
FORAKER 1207 1SMH-11,54,FORAKER 1207 1SMH-11,2019-04-24,617.22,4853.0
FORAKER 1207 1SMH-11,55,FORAKER 1207 1SMH-11,2019-04-25,596.19,4501.0
FORAKER 1207 1SMH-11,56,FORAKER 1207 1SMH-11,2019-04-26,617.35,4443.0
FORAKER 1207 1SMH-11,57,FORAKER 1207 1SMH-11,2019-04-27,561.11,4540.0
FORAKER 1207 1SMH-11,58,FORAKER 1207 1SMH-11,2019-04-28,540.97,4391.0
FORAKER 1207 1SMH-11,59,FORAKER 1207 1SMH-11,2019-04-29,577.06,4406.0
FORAKER 1207 1SMH-11,60,FORAKER 1207 1SMH-11,2019-04-30,508.41,4358.0
FORAKER 1207 1SMH-11,61,FORAKER 1207 1SMH-11,2019-05-01,513.37,4439.0
FORAKER 1207 1SMH-11,62,FORAKER 1207 1SMH-11,2019-05-02,476.82,4097.0
FORAKER 1207 1SMH-11,63,FORAKER 1207 1SMH-11,2019-05-03,500.55,4208.0
FORAKER 1207 1SMH-11,64,FORAKER 1207 1SMH-11,2019-05-04,460.65,4055.0
FORAKER 1207 1SMH-11,65,FORAKER 1207 1SMH-11,2019-05-05,456.25,4159.0
FORAKER 1207 1SMH-11,66,FORAKER 1207 1SMH-11,2019-05-06,445.58,3600.0
FORAKER 1207 1SMH-11,67,FORAKER 1207 1SMH-11,2019-05-07,426.87,3970.0
FORAKER 1207 1SMH-11,68,FORAKER 1207 1SMH-11,2019-05-08,402.28,3814.0
FORAKER 1207 1SMH-11,69,FORAKER 1207 1SMH-11,2019-05-09,424.49,3720.0
FORAKER 1207 1SMH-11,70,FORAKER 1207 1SMH-11,2019-05-10,397.57,3836.0
FORAKER 1207 1SMH-11,71,FORAKER 1207 1SMH-11,2019-05-11,399.93,3762.0
FORAKER 1207 1SMH-11,72,FORAKER 1207 1SMH-11,2019-05-12,382.98,3742.0
FORAKER 1207 1SMH-11,73,FORAKER 1207 1SMH-11,2019-05-13,387.99,3713.0
FORAKER 1207 1SMH-11,74,FORAKER 1207 1SMH-11,2019-05-14,373.6,3666.0
FORAKER 1207 1SMH-11,75,FORAKER 1207 1SMH-11,2019-05-15,392.09,3650.0
FORAKER 1207 1SMH-11,76,FORAKER 1207 1SMH-11,2019-05-16,411.59,3826.0
FORAKER 1207 1SMH-11,77,FORAKER 1207 1SMH-11,2019-05-17,387.35,3915.0
FORAKER 1207 1SMH-11,78,FORAKER 1207 1SMH-11,2019-05-18,352.65,3899.0
FORAKER 1207 1SMH-11,79,FORAKER 1207 1SMH-11,2019-05-19,292.91,3604.0
FORAKER 1207 1SMH-11,80,FORAKER 1207 1SMH-11,2019-05-20,334.49,2969.0
FORAKER 1207 1SMH-11,81,FORAKER 1207 1SMH-11,2019-05-21,358.26,3515.0
FORAKER 1207 1SMH-11,82,FORAKER 1207 1SMH-11,2019-05-22,355.63,3679.0
FORAKER 1207 1SMH-11,83,FORAKER 1207 1SMH-11,2019-05-23,280.5,3758.0
FORAKER 1207 1SMH-11,84,FORAKER 1207 1SMH-11,2019-05-24,306.07,3018.0
FORAKER 1207 1SMH-11,85,FORAKER 1207 1SMH-11,2019-05-25,295.64,3189.0
FORAKER 1207 1SMH-11,86,FORAKER 1207 1SMH-11,2019-05-26,301.21,3128.0
FORAKER 1207 1SMH-11,87,FORAKER 1207 1SMH-11,2019-05-27,288.85,3241.0
FORAKER 1207 1SMH-11,88,FORAKER 1207 1SMH-11,2019-05-28,276.3,3028.0
FORAKER 1207 1SMH-11,89,FORAKER 1207 1SMH-11,2019-05-29,287.34,2929.0
FORAKER 1207 1SMH-11,90,FORAKER 1207 1SMH-11,2019-05-30,323.6,3323.0
FORAKER 1207 1SMH-11,91,FORAKER 1207 1SMH-11,2019-05-31,275.41,3397.0
FORAKER 1207 1SMH-11,92,FORAKER 1207 1SMH-11,2019-06-01,281.82,2980.0
FORAKER 1207 1SMH-11,93,FORAKER 1207 1SMH-11,2019-06-02,258.9,3040.0
FORAKER 1207 1SMH-11,94,FORAKER 1207 1SMH-11,2019-06-03,276.12,2873.0
FORAKER 1207 1SMH-11,95,FORAKER 1207 1SMH-11,2019-06-04,277.59,3090.0
FORAKER 1207 1SMH-11,96,FORAKER 1207 1SMH-11,2019-06-05,262.91,2956.0
FORAKER 1207 1SMH-11,97,FORAKER 1207 1SMH-11,2019-06-06,269.98,3205.0
FORAKER 1207 1SMH-11,98,FORAKER 1207 1SMH-11,2019-06-07,258.17,3132.0
FORAKER 1207 1SMH-11,99,FORAKER 1207 1SMH-11,2019-06-08,257.39,2894.0
FORAKER 1207 1SMH-11,100,FORAKER 1207 1SMH-11,2019-06-09,240.12,2905.0
FORAKER 1207 1SMH-11,101,FORAKER 1207 1SMH-11,2019-06-10,230.43,2885.0
FORAKER 1207 1SMH-11,102,FORAKER 1207 1SMH-11,2019-06-11,278.4,2800.0
FORAKER 1207 1SMH-11,103,FORAKER 1207 1SMH-11,2019-06-12,262.24,3369.0
FORAKER 1207 1SMH-11,104,FORAKER 1207 1SMH-11,2019-06-13,262.82,3239.0
FORAKER 1207 1SMH-11,105,FORAKER 1207 1SMH-11,2019-06-14,231.8,3202.0
FORAKER 1207 1SMH-11,106,FORAKER 1207 1SMH-11,2019-06-15,279.7,2981.0
FORAKER 1207 1SMH-11,107,FORAKER 1207 1SMH-11,2019-06-16,226.05,3752.0
FORAKER 1207 1SMH-11,108,FORAKER 1207 1SMH-11,2019-06-17,226.25,2037.0
FORAKER 1207 1SMH-11,109,FORAKER 1207 1SMH-11,2019-06-18,238.05,3747.0
FORAKER 1207 1SMH-11,110,FORAKER 1207 1SMH-11,2019-06-19,224.86,3175.0
FORAKER 1207 1SMH-11,111,FORAKER 1207 1SMH-11,2019-06-20,231.9,2826.0
FORAKER 1207 1SMH-11,112,FORAKER 1207 1SMH-11,2019-06-21,214.35,3240.0
FORAKER 1207 1SMH-11,113,FORAKER 1207 1SMH-11,2019-06-22,263.16,2746.0
FORAKER 1207 1SMH-11,114,FORAKER 1207 1SMH-11,2019-06-23,165.86,3528.0
FORAKER 1207 1SMH-11,115,FORAKER 1207 1SMH-11,2019-06-24,220.81,2286.0
FORAKER 1207 1SMH-11,116,FORAKER 1207 1SMH-11,2019-06-25,197.61,2901.0
FORAKER 1207 1SMH-11,117,FORAKER 1207 1SMH-11,2019-06-26,207.49,2769.0
FORAKER 1207 1SMH-11,118,FORAKER 1207 1SMH-11,2019-06-27,196.51,2759.0
FORAKER 1207 1SMH-11,119,FORAKER 1207 1SMH-11,2019-06-28,211.62,2802.0
FORAKER 1207 1SMH-11,120,FORAKER 1207 1SMH-11,2019-06-29,203.31,3004.0
FORAKER 1207 1SMH-11,121,FORAKER 1207 1SMH-11,2019-06-30,215.96,2746.0
FORAKER 1207 1SMH-11,122,FORAKER 1207 1SMH-11,2019-07-01,168.55,2900.0
FORAKER 1207 1SMH-11,123,FORAKER 1207 1SMH-11,2019-07-02,192.34,2254.0
FORAKER 1207 1SMH-11,124,FORAKER 1207 1SMH-11,2019-07-03,201.07,2678.0
FORAKER 1207 1SMH-11,125,FORAKER 1207 1SMH-11,2019-07-04,200.54,2685.0
FORAKER 1207 1SMH-11,126,FORAKER 1207 1SMH-11,2019-07-05,218.51,2678.0
FORAKER 1207 1SMH-11,127,FORAKER 1207 1SMH-11,2019-07-06,181.95,2968.0
FORAKER 1207 1SMH-11,128,FORAKER 1207 1SMH-11,2019-07-07,193.73,2506.0
FORAKER 1207 1SMH-11,129,FORAKER 1207 1SMH-11,2019-07-08,117.36,2578.0
FORAKER 1207 1SMH-11,130,FORAKER 1207 1SMH-11,2019-07-09,250.59,2228.0
FORAKER 1207 1SMH-11,131,FORAKER 1207 1SMH-11,2019-07-10,185.98,3113.0
FORAKER 1207 1SMH-11,132,FORAKER 1207 1SMH-11,2019-07-11,235.22,2511.0
FORAKER 1207 1SMH-11,133,FORAKER 1207 1SMH-11,2019-07-12,209.76,3429.0
FORAKER 1207 1SMH-11,134,FORAKER 1207 1SMH-11,2019-07-13,189.59,3084.0
FORAKER 1207 1SMH-11,135,FORAKER 1207 1SMH-11,2019-07-14,154.06,2702.0
FORAKER 1207 1SMH-11,136,FORAKER 1207 1SMH-11,2019-07-15,149.11,2437.0
FORAKER 1207 1SMH-11,137,FORAKER 1207 1SMH-11,2019-07-16,190.1,2316.0
FORAKER 1207 1SMH-11,138,FORAKER 1207 1SMH-11,2019-07-17,178.43,2826.0
FORAKER 1207 1SMH-11,139,FORAKER 1207 1SMH-11,2019-07-18,205.54,2864.0
FORAKER 1207 1SMH-11,140,FORAKER 1207 1SMH-11,2019-07-19,203.24,2830.0
FORAKER 1207 1SMH-11,141,FORAKER 1207 1SMH-11,2019-07-20,192.86,2810.0
FORAKER 1207 1SMH-11,142,FORAKER 1207 1SMH-11,2019-07-21,157.02,2762.0
FORAKER 1207 1SMH-11,143,FORAKER 1207 1SMH-11,2019-07-22,127.0,2772.0
FORAKER 1207 1SMH-11,144,FORAKER 1207 1SMH-11,2019-07-23,136.01,2725.51
FORAKER 1207 1SMH-11,145,FORAKER 1207 1SMH-11,2019-07-24,148.52,2597.37
FORAKER 1207 1SMH-11,146,FORAKER 1207 1SMH-11,2019-07-25,165.11,2602.71
FORAKER 1207 1SMH-11,147,FORAKER 1207 1SMH-11,2019-07-26,161.7,2611.46
FORAKER 1207 1SMH-11,148,FORAKER 1207 1SMH-11,2019-07-27,141.71,2569.28
FORAKER 1207 1SMH-11,149,FORAKER 1207 1SMH-11,2019-07-28,156.8,2556.1
FORAKER 1207 1SMH-11,150,FORAKER 1207 1SMH-11,2019-07-29,165.23,2502.87
FORAKER 1207 1SMH-11,151,FORAKER 1207 1SMH-11,2019-07-30,153.98,2540.74
FORAKER 1207 1SMH-11,152,FORAKER 1207 1SMH-11,2019-07-31,162.29,2746.44
FORAKER 1207 1SMH-11,153,FORAKER 1207 1SMH-11,2019-08-01,161.09,2725.95
FORAKER 1207 1SMH-11,154,FORAKER 1207 1SMH-11,2019-08-02,149.23,2929.54
FORAKER 1207 1SMH-11,155,FORAKER 1207 1SMH-11,2019-08-03,146.51,2850.74
FORAKER 1207 1SMH-11,156,FORAKER 1207 1SMH-11,2019-08-04,154.86,2636.42
FORAKER 1207 1SMH-11,157,FORAKER 1207 1SMH-11,2019-08-05,115.27,2616.04
FORAKER 1207 1SMH-11,158,FORAKER 1207 1SMH-11,2019-08-06,143.75,2111.84
FORAKER 1207 1SMH-11,159,FORAKER 1207 1SMH-11,2019-08-07,154.0,2817.77
FORAKER 1207 1SMH-11,160,FORAKER 1207 1SMH-11,2019-08-08,147.04,2676.66
FORAKER 1207 1SMH-11,161,FORAKER 1207 1SMH-11,2019-08-09,158.29,2640.16
FORAKER 1207 1SMH-11,162,FORAKER 1207 1SMH-11,2019-08-10,143.76,2555.69
FORAKER 1207 1SMH-11,163,FORAKER 1207 1SMH-11,2019-08-11,147.13,2501.52
FORAKER 1207 1SMH-11,164,FORAKER 1207 1SMH-11,2019-08-12,152.58,2464.35
FORAKER 1207 1SMH-11,165,FORAKER 1207 1SMH-11,2019-08-13,148.53,2519.27
FORAKER 1207 1SMH-11,166,FORAKER 1207 1SMH-11,2019-08-14,132.08,2528.45
