,PERIOD,GROSS WTR,Well
16,4/8/2019,2129.2632,FORAKER 1207 3WH-11
17,4/9/2019,2097.9162,FORAKER 1207 3WH-11
18,4/10/2019,2051.5518,FORAKER 1207 3WH-11
19,4/11/2019,1904.7636,FORAKER 1207 3WH-11
20,4/12/2019,1754.946,FORAKER 1207 3WH-11
21,4/13/2019,1619.1252,FORAKER 1207 3WH-11
22,4/14/2019,1486.8684,FORAKER 1207 3WH-11
23,4/15/2019,1378.9359,FORAKER 1207 3WH-11
24,4/16/2019,1301.5566,FORAKER 1207 3WH-11
25,4/17/2019,1238.328,FORAKER 1207 3WH-11
26,4/18/2019,1164.4155,FORAKER 1207 3WH-11
27,4/19/2019,1106.5248,FORAKER 1207 3WH-11
28,4/20/2019,1045.3374,FORAKER 1207 3WH-11
29,4/21/2019,985.122,FORAKER 1207 3WH-11
30,4/22/2019,934.5213,FORAKER 1207 3WH-11
31,4/23/2019,886.0671,FORAKER 1207 3WH-11
32,4/24/2019,851.3181,FORAKER 1207 3WH-11
33,4/25/2019,814.3902,FORAKER 1207 3WH-11
34,4/26/2019,792.8685,FORAKER 1207 3WH-11
35,4/27/2019,759.2697,FORAKER 1207 3WH-11
36,4/28/2019,734.5242,FORAKER 1207 3WH-11
37,4/29/2019,705.7611,FORAKER 1207 3WH-11
38,4/30/2019,692.5095,FORAKER 1207 3WH-11
39,5/1/2019,677.6055,FORAKER 1207 3WH-11
40,5/2/2019,698.6331,FORAKER 1207 3WH-11
41,5/3/2019,696.0735,FORAKER 1207 3WH-11
42,5/4/2019,712.0224,FORAKER 1207 3WH-11
43,5/5/2019,636.1902,FORAKER 1207 3WH-11
44,5/6/2019,571.0176,FORAKER 1207 3WH-11
45,5/7/2019,675.07,FORAKER 1207 3WH-11
46,5/8/2019,604.93,FORAKER 1207 3WH-11
47,5/9/2019,781.77,FORAKER 1207 3WH-11
48,5/10/2019,723.86,FORAKER 1207 3WH-11
49,5/11/2019,599.06,FORAKER 1207 3WH-11
50,5/12/2019,701.36,FORAKER 1207 3WH-11
51,5/13/2019,672.12,FORAKER 1207 3WH-11
52,5/14/2019,546.13,FORAKER 1207 3WH-11
53,5/15/2019,521.46,FORAKER 1207 3WH-11
54,5/16/2019,504.21,FORAKER 1207 3WH-11
55,5/17/2019,486.65,FORAKER 1207 3WH-11
56,5/18/2019,483.93,FORAKER 1207 3WH-11
57,5/19/2019,502.25,FORAKER 1207 3WH-11
58,5/20/2019,486.19,FORAKER 1207 3WH-11
59,5/21/2019,473.45,FORAKER 1207 3WH-11
60,5/22/2019,494.54,FORAKER 1207 3WH-11
61,5/23/2019,502.28,FORAKER 1207 3WH-11
62,5/24/2019,437.28,FORAKER 1207 3WH-11
63,5/25/2019,445.7,FORAKER 1207 3WH-11
64,5/26/2019,444.53,FORAKER 1207 3WH-11
65,5/27/2019,444.93,FORAKER 1207 3WH-11
66,5/28/2019,424.23,FORAKER 1207 3WH-11
67,5/29/2019,418.5,FORAKER 1207 3WH-11
68,5/30/2019,416.17,FORAKER 1207 3WH-11
69,5/31/2019,422.49,FORAKER 1207 3WH-11
70,6/1/2019,423.04,FORAKER 1207 3WH-11
71,6/2/2019,412.11,FORAKER 1207 3WH-11
72,6/3/2019,399.67,FORAKER 1207 3WH-11
73,6/4/2019,400.5,FORAKER 1207 3WH-11
74,6/5/2019,386.37,FORAKER 1207 3WH-11
75,6/6/2019,391.34,FORAKER 1207 3WH-11
76,6/7/2019,387.86,FORAKER 1207 3WH-11
77,6/8/2019,390.62,FORAKER 1207 3WH-11
78,6/9/2019,393.62,FORAKER 1207 3WH-11
79,6/10/2019,403.61,FORAKER 1207 3WH-11
80,6/11/2019,375.54,FORAKER 1207 3WH-11
81,6/12/2019,404.2,FORAKER 1207 3WH-11
82,6/13/2019,402.32,FORAKER 1207 3WH-11
83,6/14/2019,392.25,FORAKER 1207 3WH-11
84,6/15/2019,385.49,FORAKER 1207 3WH-11
85,6/16/2019,384.29,FORAKER 1207 3WH-11
86,6/17/2019,314.67,FORAKER 1207 3WH-11
87,6/18/2019,423.07,FORAKER 1207 3WH-11
88,6/19/2019,370.12,FORAKER 1207 3WH-11
89,6/20/2019,0,FORAKER 1207 3WH-11
90,6/21/2019,45,FORAKER 1207 3WH-11
91,6/22/2019,363.7272727,FORAKER 1207 3WH-11
92,6/23/2019,359.0909091,FORAKER 1207 3WH-11
93,6/24/2019,354.4545455,FORAKER 1207 3WH-11
94,6/25/2019,349.8181818,FORAKER 1207 3WH-11
95,6/26/2019,345.1818182,FORAKER 1207 3WH-11
96,6/27/2019,34,FORAKER 1207 3WH-11
97,6/28/2019,0,FORAKER 1207 3WH-11
98,6/29/2019,0,FORAKER 1207 3WH-11
99,6/30/2019,321.8,FORAKER 1207 3WH-11
100,7/1/2019,322.12,FORAKER 1207 3WH-11
101,7/2/2019,312.73,FORAKER 1207 3WH-11
102,7/3/2019,309.58,FORAKER 1207 3WH-11
103,7/4/2019,306.46,FORAKER 1207 3WH-11
104,7/5/2019,301.46,FORAKER 1207 3WH-11
105,7/6/2019,302.52,FORAKER 1207 3WH-11
106,7/7/2019,294.37,FORAKER 1207 3WH-11
107,7/8/2019,294.66,FORAKER 1207 3WH-11
108,7/9/2019,291.15,FORAKER 1207 3WH-11
109,7/10/2019,353.96,FORAKER 1207 3WH-11
110,7/11/2019,330.61,FORAKER 1207 3WH-11
111,7/12/2019,324.36,FORAKER 1207 3WH-11
112,7/13/2019,311.74,FORAKER 1207 3WH-11
113,7/14/2019,308.58,FORAKER 1207 3WH-11
114,7/15/2019,301.38,FORAKER 1207 3WH-11
115,7/16/2019,304.75,FORAKER 1207 3WH-11
116,7/17/2019,306.32,FORAKER 1207 3WH-11
117,7/18/2019,300.63,FORAKER 1207 3WH-11
118,7/19/2019,300.89,FORAKER 1207 3WH-11
119,7/20/2019,298.36,FORAKER 1207 3WH-11
120,7/21/2019,293.35,FORAKER 1207 3WH-11
121,7/22/2019,293.69,FORAKER 1207 3WH-11
122,7/23/2019,289.16,FORAKER 1207 3WH-11
123,7/24/2019,254.12,FORAKER 1207 3WH-11
124,7/25/2019,404.55,FORAKER 1207 3WH-11
125,7/26/2019,409.82,FORAKER 1207 3WH-11
126,7/27/2019,409.89,FORAKER 1207 3WH-11
127,7/28/2019,369.09,FORAKER 1207 3WH-11
128,7/29/2019,341.51,FORAKER 1207 3WH-11
129,7/30/2019,303.41,FORAKER 1207 3WH-11
130,7/31/2019,283.51,FORAKER 1207 3WH-11
131,8/1/2019,275.96,FORAKER 1207 3WH-11
132,8/2/2019,282.64,FORAKER 1207 3WH-11
133,8/3/2019,249.06,FORAKER 1207 3WH-11
134,8/4/2019,273.28,FORAKER 1207 3WH-11
135,8/5/2019,276.68,FORAKER 1207 3WH-11
136,8/6/2019,219.07,FORAKER 1207 3WH-11
137,8/7/2019,282.18,FORAKER 1207 3WH-11
138,8/8/2019,286.14,FORAKER 1207 3WH-11
139,8/9/2019,282.19,FORAKER 1207 3WH-11
140,8/10/2019,289.23,FORAKER 1207 3WH-11
141,8/11/2019,282.39,FORAKER 1207 3WH-11
142,8/12/2019,269.81,FORAKER 1207 3WH-11
143,8/13/2019,276.28,FORAKER 1207 3WH-11
144,8/14/2019,280.18,FORAKER 1207 3WH-11
145,8/15/2019,273.67,FORAKER 1207 3WH-11
146,8/16/2019,199.88,FORAKER 1207 3WH-11
147,8/17/2019,197.27,FORAKER 1207 3WH-11
148,8/18/2019,198.96,FORAKER 1207 3WH-11
149,8/19/2019,204.31,FORAKER 1207 3WH-11
150,8/20/2019,224.61,FORAKER 1207 3WH-11
151,8/21/2019,218,FORAKER 1207 3WH-11
152,8/22/2019,219.14,FORAKER 1207 3WH-11
153,8/23/2019,223.8,FORAKER 1207 3WH-11
154,8/24/2019,220.84,FORAKER 1207 3WH-11
155,8/25/2019,219.26,FORAKER 1207 3WH-11
156,8/26/2019,216.64,FORAKER 1207 3WH-11
157,8/27/2019,241.12,FORAKER 1207 3WH-11
158,8/28/2019,262.59,FORAKER 1207 3WH-11
159,8/29/2019,210.91,FORAKER 1207 3WH-11
160,8/30/2019,202.93,FORAKER 1207 3WH-11
161,8/31/2019,198.8,FORAKER 1207 3WH-11
162,9/1/2019,197.53,FORAKER 1207 3WH-11
163,9/2/2019,199.87,FORAKER 1207 3WH-11
164,9/3/2019,191.76,FORAKER 1207 3WH-11
165,9/4/2019,194.53,FORAKER 1207 3WH-11
166,9/5/2019,,FORAKER 1207 3WH-11
167,9/6/2019,,FORAKER 1207 3WH-11
168,9/7/2019,,FORAKER 1207 3WH-11
169,9/8/2019,,FORAKER 1207 3WH-11
170,9/9/2019,,FORAKER 1207 3WH-11
171,9/10/2019,,FORAKER 1207 3WH-11
172,9/11/2019,,FORAKER 1207 3WH-11
173,9/12/2019,,FORAKER 1207 3WH-11
174,9/13/2019,,FORAKER 1207 3WH-11
175,9/14/2019,,FORAKER 1207 3WH-11
176,9/15/2019,,FORAKER 1207 3WH-11
177,9/16/2019,,FORAKER 1207 3WH-11
178,9/17/2019,,FORAKER 1207 3WH-11
179,9/18/2019,,FORAKER 1207 3WH-11
180,9/19/2019,,FORAKER 1207 3WH-11
181,9/20/2019,,FORAKER 1207 3WH-11
182,9/21/2019,,FORAKER 1207 3WH-11
183,9/22/2019,,FORAKER 1207 3WH-11
184,9/23/2019,,FORAKER 1207 3WH-11
0,3/23/2019,,FORAKER 1207 4LMH-11
1,3/24/2019,,FORAKER 1207 4LMH-11
2,3/25/2019,,FORAKER 1207 4LMH-11
3,3/26/2019,,FORAKER 1207 4LMH-11
4,3/27/2019,,FORAKER 1207 4LMH-11
5,3/28/2019,,FORAKER 1207 4LMH-11
6,3/29/2019,,FORAKER 1207 4LMH-11
7,3/30/2019,,FORAKER 1207 4LMH-11
8,3/31/2019,,FORAKER 1207 4LMH-11
9,4/1/2019,,FORAKER 1207 4LMH-11
10,4/2/2019,,FORAKER 1207 4LMH-11
11,4/3/2019,,FORAKER 1207 4LMH-11
12,4/4/2019,,FORAKER 1207 4LMH-11
13,4/5/2019,0,FORAKER 1207 4LMH-11
14,4/6/2019,242.22,FORAKER 1207 4LMH-11
15,4/7/2019,767.03,FORAKER 1207 4LMH-11
16,4/8/2019,790.48,FORAKER 1207 4LMH-11
17,4/9/2019,883.02,FORAKER 1207 4LMH-11
18,4/10/2019,987.94,FORAKER 1207 4LMH-11
19,4/11/2019,1115.1,FORAKER 1207 4LMH-11
20,4/12/2019,1136.83,FORAKER 1207 4LMH-11
21,4/13/2019,1116.07,FORAKER 1207 4LMH-11
22,4/14/2019,1131.18,FORAKER 1207 4LMH-11
23,4/15/2019,1056.03,FORAKER 1207 4LMH-11
24,4/16/2019,984.82,FORAKER 1207 4LMH-11
25,4/17/2019,896.56,FORAKER 1207 4LMH-11
26,4/18/2019,781.64,FORAKER 1207 4LMH-11
27,4/19/2019,750.48,FORAKER 1207 4LMH-11
28,4/20/2019,749.88,FORAKER 1207 4LMH-11
29,4/21/2019,673.09,FORAKER 1207 4LMH-11
30,4/22/2019,643.95,FORAKER 1207 4LMH-11
31,4/23/2019,634.74,FORAKER 1207 4LMH-11
32,4/24/2019,595.52,FORAKER 1207 4LMH-11
33,4/25/2019,562.51,FORAKER 1207 4LMH-11
34,4/26/2019,532.7,FORAKER 1207 4LMH-11
35,4/27/2019,529.75,FORAKER 1207 4LMH-11
36,4/28/2019,512.21,FORAKER 1207 4LMH-11
37,4/29/2019,511.08,FORAKER 1207 4LMH-11
38,4/30/2019,484.57,FORAKER 1207 4LMH-11
39,5/1/2019,464.41,FORAKER 1207 4LMH-11
40,5/2/2019,447.58,FORAKER 1207 4LMH-11
41,5/3/2019,436.64,FORAKER 1207 4LMH-11
42,5/4/2019,422.5,FORAKER 1207 4LMH-11
43,5/5/2019,407.47,FORAKER 1207 4LMH-11
44,5/6/2019,390.52,FORAKER 1207 4LMH-11
45,5/7/2019,379.2,FORAKER 1207 4LMH-11
46,5/8/2019,361.31,FORAKER 1207 4LMH-11
47,5/9/2019,355.75,FORAKER 1207 4LMH-11
48,5/10/2019,347.36,FORAKER 1207 4LMH-11
49,5/11/2019,340.55,FORAKER 1207 4LMH-11
50,5/12/2019,326.17,FORAKER 1207 4LMH-11
51,5/13/2019,321.21,FORAKER 1207 4LMH-11
52,5/14/2019,308.74,FORAKER 1207 4LMH-11
53,5/15/2019,310.51,FORAKER 1207 4LMH-11
54,5/16/2019,297.89,FORAKER 1207 4LMH-11
55,5/17/2019,291.79,FORAKER 1207 4LMH-11
56,5/18/2019,284.95,FORAKER 1207 4LMH-11
57,5/19/2019,274.37,FORAKER 1207 4LMH-11
58,5/20/2019,272.36,FORAKER 1207 4LMH-11
59,5/21/2019,255.69,FORAKER 1207 4LMH-11
60,5/22/2019,258.91,FORAKER 1207 4LMH-11
61,5/23/2019,260.08,FORAKER 1207 4LMH-11
62,5/24/2019,250.92,FORAKER 1207 4LMH-11
63,5/25/2019,239.84,FORAKER 1207 4LMH-11
64,5/26/2019,239.53,FORAKER 1207 4LMH-11
65,5/27/2019,238.39,FORAKER 1207 4LMH-11
66,5/28/2019,230.36,FORAKER 1207 4LMH-11
67,5/29/2019,223.06,FORAKER 1207 4LMH-11
68,5/30/2019,222.42,FORAKER 1207 4LMH-11
69,5/31/2019,220.77,FORAKER 1207 4LMH-11
70,6/1/2019,215.36,FORAKER 1207 4LMH-11
71,6/2/2019,209.94,FORAKER 1207 4LMH-11
72,6/3/2019,199.23,FORAKER 1207 4LMH-11
73,6/4/2019,199.27,FORAKER 1207 4LMH-11
74,6/5/2019,196.43,FORAKER 1207 4LMH-11
75,6/6/2019,188.12,FORAKER 1207 4LMH-11
76,6/7/2019,190.12,FORAKER 1207 4LMH-11
77,6/8/2019,190.07,FORAKER 1207 4LMH-11
78,6/9/2019,178.56,FORAKER 1207 4LMH-11
79,6/10/2019,164.82,FORAKER 1207 4LMH-11
80,6/11/2019,167.34,FORAKER 1207 4LMH-11
81,6/12/2019,204.48,FORAKER 1207 4LMH-11
82,6/13/2019,201.8,FORAKER 1207 4LMH-11
83,6/14/2019,185.61,FORAKER 1207 4LMH-11
84,6/15/2019,184.28,FORAKER 1207 4LMH-11
85,6/16/2019,180.25,FORAKER 1207 4LMH-11
86,6/17/2019,169.84,FORAKER 1207 4LMH-11
87,6/18/2019,158.76,FORAKER 1207 4LMH-11
88,6/19/2019,163.12,FORAKER 1207 4LMH-11
89,6/20/2019,155.1,FORAKER 1207 4LMH-11
90,6/21/2019,159.59,FORAKER 1207 4LMH-11
91,6/22/2019,158.54,FORAKER 1207 4LMH-11
92,6/23/2019,157.01,FORAKER 1207 4LMH-11
93,6/24/2019,147.26,FORAKER 1207 4LMH-11
94,6/25/2019,144.35,FORAKER 1207 4LMH-11
95,6/26/2019,138.7,FORAKER 1207 4LMH-11
96,6/27/2019,141.54,FORAKER 1207 4LMH-11
97,6/28/2019,135.61,FORAKER 1207 4LMH-11
98,6/29/2019,141.73,FORAKER 1207 4LMH-11
99,6/30/2019,163.16,FORAKER 1207 4LMH-11
100,7/1/2019,156.56,FORAKER 1207 4LMH-11
101,7/2/2019,162.79,FORAKER 1207 4LMH-11
102,7/3/2019,157.28,FORAKER 1207 4LMH-11
103,7/4/2019,162.36,FORAKER 1207 4LMH-11
